Tick,Color,WordItem,WordColor,AnsLeft,AnsRight,AnsCorr,path,weight,name,description,type,pictures,pic_width,pic_height,new_width,new_height,new_size,tick.thisRepN,tick.thisTrialN,tick.thisN,tick.thisIndex,stroop_trials.thisRepN,stroop_trials.thisTrialN,stroop_trials.thisN,stroop_trials.thisIndex,emotion_trials_pos.thisRepN,emotion_trials_pos.thisTrialN,emotion_trials_pos.thisN,emotion_trials_pos.thisIndex,emotion_evaluation_pos.thisRepN,emotion_evaluation_pos.thisTrialN,emotion_evaluation_pos.thisN,emotion_evaluation_pos.thisIndex,emotion_trials_neg.thisRepN,emotion_trials_neg.thisTrialN,emotion_trials_neg.thisN,emotion_trials_neg.thisIndex,emotion_evaluation_neg.thisRepN,emotion_evaluation_neg.thisTrialN,emotion_evaluation_neg.thisN,emotion_evaluation_neg.thisIndex,text_welcome_screen.started,text_welcome_screen.stopped,key_resp_welcome_screen.keys,key_resp_welcome_screen.rt,key_resp_welcome_screen.started,key_resp_welcome_screen.stopped,text_baseline_screen.started,text_baseline_screen.stopped,text_baseline_measurement.started,text_baseline_measurement.stopped,rating_baseline.response,rating_baseline.rt,text_stress_screen.started,text_stress_screen.stopped,sound_1.started,sound_1.stopped,rating_stress_part_one.response,rating_stress_part_one.rt,rating_stress_part_one.started,rating_stress_part_one.stopped,key_resp_stress_part_two.keys,key_resp_stress_part_two.rt,key_resp_stress_part_two.started,key_resp_stress_part_two.stopped,rating_stress_part_two.response,rating_stress_part_two.rt,rating_stress_part_two.started,rating_stress_part_two.stopped,text_cooldown_countdown.started,text_cooldown_countdown.stopped,text_cooldown_measurement.started,text_cooldown_measurement.stopped,rating_cooldown.response,rating_cooldown.rt,rating_cooldown.started,rating_cooldown.stopped,image_emotion_meas_pos.started,image_emotion_meas_pos.stopped,image_emotion_evaluation_pos.started,image_emotion_evaluation_pos.stopped,rating_emotion_evaluation_pos.response,rating_emotion_evaluation_pos.rt,rating_emotion_evaluation_pos.started,rating_emotion_evaluation_pos.stopped,image_emotion_meas_neg.started,image_emotion_meas_neg.stopped,image_emotion_evaluation_neg.started,image_emotion_evaluation_neg.stopped,rating_emotion_evaluation_neg.response,rating_emotion_evaluation_neg.rt,rating_emotion_evaluation_neg.started,rating_emotion_evaluation_neg.stopped,text_ending_screen.started,text_ending_screen.stopped,participant,session,startTime,date,expName,psychopyVersion,frameRate,
,,grey,blue,blue,grey,left,,,,,,,,,,,,,,,,0,166,166,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0938987999979872,998.4646654000098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,red,red,magenta,left,,,,,,,,,,,,,,,,0,167,167,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.3129259999841452,999.5786131999921,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,purple,purple,brown,left,,,,,,,,,,,,,,,,0,168,168,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.0852655000053346,1000.9142733000044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,black,red,black,right,,,,,,,,,,,,,,,,0,169,169,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2774684999894816,1003.0200813999982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,orange,green,orange,right,,,,,,,,,,,,,,,,0,170,170,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0835217999992892,1004.3201026000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,cyan,red,cyan,right,,,,,,,,,,,,,,,,0,171,171,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.738137900014408,1005.4204029999964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,black,black,brown,left,,,,,,,,,,,,,,,,0,172,172,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.102438500005519,1008.1821152000048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,orange,orange,magenta,left,,,,,,,,,,,,,,,,0,173,173,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.5509305000014137,1009.3046504000085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,blue,magenta,blue,right,,,,,,,,,,,,,,,,0,174,174,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.9181046000157949,1010.8734433999925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,yellow,red,yellow,right,,,,,,,,,,,,,,,,0,175,175,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.8791840999911074,1012.8093661000021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,red,yellow,red,right,,,,,,,,,,,,,,,,0,176,176,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.1298929000040516,1013.7076541999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,magenta,magenta,red,left,,,,,,,,,,,,,,,,0,177,177,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.5217085000185762,1015.8571412000165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,red,red,blue,left,,,,,,,,,,,,,,,,0,178,178,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.074448700004723,1017.4010978000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,green,green,brown,left,,,,,,,,,,,,,,,,0,179,179,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.8690881000075024,1019.4934716999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,cyan,black,cyan,right,,,,,,,,,,,,,,,,0,180,180,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2091490000020713,1020.3844239000173,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,purple,purple,magenta,left,,,,,,,,,,,,,,,,0,181,181,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.4148049000068568,1021.613749000011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,orange,orange,red,left,,,,,,,,,,,,,,,,0,182,182,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.152469699998619,1023.0501230999944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,grey,grey,magenta,left,,,,,,,,,,,,,,,,0,183,183,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1139941000146791,1024.224574699998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,yellow,blue,yellow,right,,,,,,,,,,,,,,,,0,184,184,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.0222893000172917,1025.35656320001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,magenta,yellow,magenta,right,,,,,,,,,,,,,,,,0,185,185,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.6752796999935526,1028.4013187999954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,cyan,cyan,brown,left,,,,,,,,,,,,,,,,0,186,186,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.8151032000023406,1030.098445200012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,purple,purple,yellow,left,,,,,,,,,,,,,,,,0,187,187,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.7419472999754362,1031.9326039000007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,orange,cyan,orange,right,,,,,,,,,,,,,,,,0,188,188,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.3519731000124011,1033.6945994000125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,green,brown,green,right,,,,,,,,,,,,,,,,0,189,189,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.5570472000108566,1035.064500700013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,cyan,green,cyan,right,,,,,,,,,,,,,,,,0,190,190,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.278403700009221,1038.6431627999991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,cyan,cyan,green,left,,,,,,,,,,,,,,,,0,191,191,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.8621908999921288,1040.9373727000202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,black,green,black,right,,,,,,,,,,,,,,,,0,192,192,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9410891000006814,1041.8164568000066,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,grey,purple,grey,right,,,,,,,,,,,,,,,,0,193,193,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9233787000121083,1042.7811720000172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,magenta,magenta,purple,left,,,,,,,,,,,,,,,,0,194,194,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.241105900000548,1043.7234539999918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,orange,grey,orange,right,,,,,,,,,,,,,,,,0,195,195,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0020574000081979,1044.9874949000077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,magenta,magenta,black,left,,,,,,,,,,,,,,,,0,196,196,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,3.809411500027636,1046.0121392,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,red,cyan,red,right,,,,,,,,,,,,,,,,0,197,197,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2543437000131235,1049.8432183999976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,magenta,green,magenta,right,,,,,,,,,,,,,,,,0,198,198,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,4.099935100006405,1051.1176085000043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,grey,black,grey,right,,,,,,,,,,,,,,,,0,199,199,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.8614143999875523,1055.2401381999953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,brown,orange,brown,right,,,,,,,,,,,,,,,,0,200,200,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0492457000073045,1056.1262986999936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,brown,purple,brown,right,,,,,,,,,,,,,,,,0,201,201,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0272853999922518,1057.1972582000017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,purple,purple,grey,left,,,,,,,,,,,,,,,,0,202,202,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0451739999989513,1058.2403770000092,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,brown,brown,grey,left,,,,,,,,,,,,,,,,0,203,203,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1992652000044473,1059.3003141999943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,purple,blue,purple,right,,,,,,,,,,,,,,,,0,204,204,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.4060380999871995,1060.5165595000144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,black,black,grey,left,,,,,,,,,,,,,,,,0,205,205,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,3.0379188999941107,1061.9426315000164,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,yellow,yellow,green,left,,,,,,,,,,,,,,,,0,206,206,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0139631000056397,1064.998587900016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,red,red,black,left,,,,,,,,,,,,,,,,0,207,207,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.4671757000032812,1066.0293766999966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,black,black,blue,left,,,,,,,,,,,,,,,,0,208,208,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0811206999933347,1067.51548620002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,cyan,cyan,magenta,left,,,,,,,,,,,,,,,,0,209,209,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.0510579999827314,1068.6194806999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,purple,black,purple,right,,,,,,,,,,,,,,,,0,210,210,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.9522797999961767,1070.6952761000139,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,magenta,orange,magenta,right,,,,,,,,,,,,,,,,0,211,211,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.881008299998939,1072.6686391000112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,green,black,green,right,,,,,,,,,,,,,,,,0,212,212,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.4353212999994867,1074.5712283000175,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,grey,green,grey,right,,,,,,,,,,,,,,,,0,213,213,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.8236578999785706,1076.0279044999916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,red,blue,red,right,,,,,,,,,,,,,,,,0,214,214,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.8531598999979906,1076.870388100011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,black,purple,black,right,,,,,,,,,,,,,,,,0,215,215,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.950806199980434,1077.742732100014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,yellow,yellow,cyan,left,,,,,,,,,,,,,,,,0,216,216,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0944065999938175,1079.716142899997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,cyan,cyan,grey,left,,,,,,,,,,,,,,,,0,217,217,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1522153999831062,1080.8343311999924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,blue,cyan,blue,right,,,,,,,,,,,,,,,,0,218,218,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9484603999881074,1082.0070777999936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006730000022798777,None,1104.3192341999966,None,1114.3157347000088,None,2,3.401,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,2057.0,sitting baby,.jpg,resources\pictures\Positive\2057.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007220000261440873,None,1490.7152217999974,None,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,2071.0,baby smiling,.jpg,resources\pictures\Positive\2071.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,1,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.665022000001,None,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,2040.0,baby on belly,.jpg,resources\pictures\Positive\2040.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.677277700015,1510.677277700015,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,1710.0,three dogs,.jpg,resources\pictures\Positive\1710.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.6699646000052,1520.6699646000052,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,2304.0,smiling girl,.jpg,resources\pictures\Positive\2304.jpg,1024,768,1.7999999999999998,1,"(1.8, 1)",,,,,,,,,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.665902800014,1530.665902800014,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,8540.0,victory,.jpg,resources\pictures\Positive\8540.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,5,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540.68094380002,1540.68094380002,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,7502.0,disney land,.jpg,resources\pictures\Positive\7502.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,6,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.6772412999999,None,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,5982.0,clouds 2,.jpg,resources\pictures\Positive\5982.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,7,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560.6859915000095,None,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,5780.0,lakeview,.jpg,resources\pictures\Positive\5780.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,8,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.6944317000161,1570.6944317000161,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,5831.0,father and son beach,.jpg,resources\pictures\Positive\5831.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,9,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.6809560999973,None,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,1340.0,women and parrots,.jpg,resources\pictures\Positive\1340.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,10,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590.6899486000184,1590.6899486000184,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,8380.0,team medals,.jpg,resources\pictures\Positive\8380.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,11,11,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.685003199993,None,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,2341.0,children ,.jpg,resources\pictures\Positive\2341.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,12,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.6850526999915,None,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,2550.0,happy elderly couple,.jpg,resources\pictures\Positive\2550.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,13,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.6879324000038,1620.6879324000038,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,4626.0,marriage scene,.jpg,resources\pictures\Positive\4626.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,14,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.686924300011,1630.686924300011,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,,,,,,resources\pictures\,Positive\,2058.0,baby holding hand,.jpg,resources\pictures\Positive\2058.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,0,15,15,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.6869631000154,1640.6869631000154,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
